# sample aperture for nrs2, trimming sci_cube[:,:,5:-5] 
# upper_ap, lower_ap trace_pos 
11.11326108977553 3.3359584585794737 7.224609774177502
11.113781160327056 3.337717901650501 7.225749530988779
11.114310183872618 3.339481455472331 7.226895819672475
11.114848157906952 3.3412491257037513 7.228048641805351
11.115395079928387 3.3430209180006067 7.229207998964497
11.115950947438847 3.344796838015802 7.230373892727325
11.116515757943843 3.346576891399295 7.2315463246715685
11.117089508952475 3.3483610837981095 7.232725296375292
11.117672197977438 3.350149420856323 7.23391080941688
11.118263822535019 3.35194190821507 7.235102865375044
11.118864380145093 3.3537385515125524 7.236301465828823
11.11947386833113 3.3555393563840186 7.237506612357574
11.120092284620188 3.3573443284617825 7.238718306540986
11.120719626542922 3.3591534733752164 7.239936549959069
11.121355891633568 3.360966796750746 7.241161344192157
11.122001077429964 3.362784304211865 7.242392690820914
11.122655181473531 3.3646060013791157 7.2436305914263235
11.123318201309287 3.3664318938701014 7.244875047589694
11.123990134485837 3.368261987299488 7.246126060892663
11.124670978555383 3.370096287278995 7.247383632917189
11.125360731073712 3.3719347994174056 7.2486477652455585
11.126059389600208 3.373777529320555 7.249918459460381
11.126766951697837 3.375624482591341 7.251195717144589
11.12748341493317 3.37747566482972 7.2524795398814454
11.128208776876356 3.379331081632704 7.25376992925453
11.128943035101146 3.3811907385943663 7.255066886847756
11.129686187184877 3.3830546413058373 7.256370414245357
11.13043823070847 3.3849227953553056 7.257680513031889
11.131199163256456 3.3867952063280193 7.258997184792237
11.131968982416938 3.3886718798062847 7.260320431111611
11.132747685781624 3.390552821369466 7.261650253575545
11.133535270945806 3.3924380365939855 7.262986653769896
11.134331735508365 3.3943275310533227 7.264329633280844
11.135137077071784 3.396221310318022 7.265679193694903
11.135951293242128 3.398119379955679 7.267035336598903
11.136774381629056 3.4000217455309487 7.268398063580002
11.137606339845817 3.4019284126055496 7.269767376225683
11.138447165509255 3.403839386738251 7.271143276123753
11.139296856239799 3.40575467348489 7.272525764862345
11.140155409661478 3.4076742783983525 7.273914844029915
11.141022823401904 3.40959820702859 7.2753105152152475
11.141899095092285 3.4115264649226087 7.276712780007447
11.14278422236742 3.413459057624474 7.2781216399959465
11.143678202865697 3.41539599067531 7.279537096770503
11.144581034229093 3.4173372696133 7.280959151921197
11.145492714103188 3.4192828999736866 7.282387807038437
11.146413240137138 3.4212328872887663 7.283823063712952
11.147342609983701 3.423187237087898 7.2852649235358
11.14828082129922 3.4251459548975 7.28671338809836
11.149227871743634 3.4271090462410436 7.288168458992339
11.150183758980473 3.4290765166390655 7.28963013780977
11.151148480676854 3.4310483716091547 7.291098426143004
11.152122034503488 3.4330246166659633 7.292573325584725
11.153104418134678 3.4350052573211998 7.294054837727939
11.154095629248314 3.436990299083628 7.29554296416597
11.155095665525884 3.438979747459079 7.297037706492482
11.156104524652468 3.440973607950433 7.29853906630145
11.157122204316723 3.4429718860576313 7.300047045187177
11.158148702210916 3.4449745872776787 7.3015616447442975
11.159184016030894 3.446981717104631 7.303082866567762
11.160228143476097 3.4489932810296082 7.3046107122528525
11.161281082249559 3.4510092845407843 7.306145183395172
11.162342830057904 3.4530297331233957 7.30768628159065
11.163413384611346 3.4550546322597344 7.30923400843554
11.164492743623692 3.457083987429151 7.310788365526421
11.165580904812337 3.4591178041080584 7.312349354460197
11.166677865898274 3.4611560877699223 7.313916976834098
11.167783624606079 3.4631988438852694 7.315491234245674
11.168898178663927 3.465246077921688 7.317072128292807
11.170021525803577 3.4672977953438178 7.318659660573697
11.171153663760386 3.4693540016133633 7.320253832686874
11.172294590273298 3.471414702189086 7.321854646231192
11.17344430308485 3.473479902526801 7.323462102805825
11.174602799941168 3.4755496080793904 7.325076204010279
11.175770078591974 3.477623824296785 7.326696951444379
11.176946136790576 3.4797025566259845 7.32832434670828
11.178130972293877 3.481785810511038 7.3299583914024575
11.17932458286237 3.4838735913930585 7.331599087127714
11.180526966260135 3.4859659047102154 7.333246435485176
11.181738120254854 3.488062755897735 7.3349004380762945
11.182958042617791 3.490164150387906 7.336561096502849
11.184186731123805 3.4922700936100743 7.33822841236694
11.185424183551344 3.49438059099064 7.339902387270992
11.186670397682446 3.496495647953066 7.3415830228177565
11.18792537130275 3.4986152699178756 7.343270320610313
11.189189102201475 3.5007394623026444 7.344964282252059
11.190461588171432 3.502868230522011 7.346664909346722
11.191742827009033 3.5050015799876704 7.348372203498352
11.193032816514272 3.507139516108377 7.350086166311325
11.19433155449074 3.509282044289943 7.351806799390341
11.195639038745611 3.51142916993524 7.353534104340426
11.196955267089663 3.513580898444197 7.35526808276693
11.19828023733725 3.515737235213801 7.357008736275526
11.199613947306336 3.5178981856380993 7.358756066472218
11.200956394818455 3.5200637551081972 7.360510074963326
11.202307577698752 3.522233949012259 7.362270763355506
11.203667493775948 3.524408772735502 7.3640381332557245
11.205036140882363 3.526588231660208 7.3658121862712855
11.20641351685391 3.5287723311657184 7.367592924009815
11.207799619530086 3.5309610766284285 7.3693803480792575
11.209194446753987 3.5331544734217935 7.37117446008789
11.210597996372297 3.5353525269163257 7.372975261644311
11.212010266235286 3.5375552424796 7.374782754357443
11.213431254196825 3.5397626254762464 7.376596939836536
11.21486095811437 3.5419746812679533 7.378417819691162
11.216299375848973 3.5441914152134677 7.38024539553122
11.217746505265268 3.5464128326685977 7.382079668966933
11.21920234423149 3.5486389389862065 7.3839206416088485
11.220666890619462 3.5508697395162176 7.38576831506784
11.222140142304598 3.5531052396056118 7.387622690955105
11.223622097165904 3.555345444598429 7.389483770882166
11.225112753085973 3.5575903598357677 7.3913515564608705
11.226612107950999 3.559839990655786 7.393226049303392
11.228120159650755 3.5620943423936975 7.395107251022226
11.229636906078616 3.5643534203817744 7.396995163230195
11.23116234513154 3.566617229949352 7.398889787540446
11.232696474710085 3.5688857764228183 7.400791125566451
11.234239292718389 3.5711590651256246 7.402699178922006
11.23579079706419 3.5734371013782757 7.4046139492212335
11.237350985658818 3.5757198904983376 7.406535438078578
11.238919856417187 3.578007437800438 7.408463647108813
11.240497407257811 3.5802997485962558 7.410398577927033
11.242083636102787 3.5825968281945326 7.41234023214866
11.24367854087781 3.58489868190107 7.4142886113894395
11.245282119512156 3.5872053150187244 7.4162437172654405
11.246894369938708 3.589516732847414 7.418205551393061
11.24851529009393 3.5918329406841107 7.42017411538902
11.250144877917878 3.594153943822851 7.4221494108703645
11.2517831313542 3.5964797475547265 7.424131439454463
11.253430048350134 3.5988103571678836 7.426120202759009
11.255085626856516 3.601145777947536 7.428115702402026
11.256749864827762 3.6034860151759474 7.430117940001855
11.258422760221894 3.6058310741324444 7.432126917177169
11.260104311000507 3.6081809600934127 7.43414263554696
11.261794515128805 3.610535678332292 7.436165096730549
11.263493370575572 3.6128952341195855 7.438194302347579
11.26520087531319 3.6152596327228506 7.44023025401802
11.266917027317621 3.617628879406705 7.442272953362163
11.268641824568435 3.620002979432828 7.4443224020006316
11.27037526504878 3.622381938059953 7.4463786015543665
11.2721173467454 3.624765760543871 7.448441553644636
11.273868067648632 3.627154452137434 7.450511259893033
11.275627425752404 3.6295480180905555 7.452587721921479
11.27739541905423 3.6319464636501992 7.454670941352214
11.279172045555217 3.6343497940603955 7.456760919807806
11.28095730326007 3.6367580145622274 7.458857658911149
11.28275119017708 3.63917113039384 7.46096116028546
11.284553704318128 3.641589146790437 7.463071425554283
11.28636484369869 3.6440120689842757 7.465188456341483
11.28818460633783 3.6464399022046785 7.4673122542712544
11.290012990258207 3.6488726516780194 7.469442820968113
11.291849993486064 3.6513103226277366 7.4715801580569
11.293695614051245 3.653752920274326 7.473724267162786
11.295549849987179 3.656200449835337 7.475875149911258
11.297412699330888 3.658652916525384 7.478032807928136
11.299284160122983 3.661110325556135 7.48019724283956
11.301164230407672 3.6635726821363184 7.482368456271995
11.30305290823275 3.6660399914717208 7.484546449852235
11.304950191649601 3.668512258765188 7.486731225207395
11.306856078713206 3.670989489216623 7.488922783964915
11.308770567482135 3.6734716880229876 7.491121127752561
11.310693656018545 3.675958860378302 7.493326258198423
11.312625342388193 3.6784510114736477 7.49553817693092
11.31456562466042 3.6809481464971596 7.49775688557879
11.31651450090816 3.6834502706340313 7.499982385771095
11.31847196920794 3.685957389066522 7.50221467913723
11.320438027639876 3.688469506973941 7.5044537673069085
11.32241267428768 3.69098662953266 7.50669965191017
11.324395907238648 3.69350876191611 7.508952334577379
11.326387724583672 3.6960359092947765 7.511211816939224
11.328388124417234 3.6985680768362084 7.513478100626721
11.330397104837411 3.701105269705008 7.51575118727121
11.332414663945864 3.70364749306284 7.518031078504352
11.334440799847853 3.7061947520684275 7.52031777595814
11.33647551065222 3.708747051877548 7.522611281264884
11.338518794471408 3.711304397643041 7.524911596057224
11.340570649421448 3.7138667945148045 7.527218721968126
11.342631073621957 3.7164342476397927 7.529532660630875
11.344700065196152 3.7190067621620213 7.5318534136790865
11.346777622270833 3.7215843432225615 7.5341809827466975
11.3488637429764 3.7241669959595445 7.536515369467972
11.350958425446835 3.726754725508158 7.538856575477497
11.35306166781972 3.7293475370006526 7.541204602410186
11.35517346823622 3.731945435566334 7.543559451901277
11.357293824841097 3.734548426331563 7.5459211255863305
11.359422735782704 3.7371565144197674 7.548289625101236
11.361560199212981 3.739769704951425 7.550664952082204
11.363706213287468 3.7423880030440797 7.5530471081657735
