# sample aperture for nrs1, trimming sci_cube[:,:,500:-5] 
# upper_ap, lower_ap trace_pos 
24.708184945539674 18.08259179865856 21.395388372099116
24.696647746461892 18.068620596652217 21.382634171557054
24.685112464757875 18.054661712467503 21.36988708861269
24.673579119246778 18.04071513500764 21.35714712712721
24.662047728722868 18.026780853188903 21.344414290955886
24.65051831195552 18.012858855940582 21.33168858394805
24.638990887689175 17.99894913220499 21.318970009947083
24.627465474643408 17.98505167093748 21.306258572790444
24.615942091512853 17.971166461106417 21.293554276309635
24.60442075696729 17.957293491693218 21.280857124330254
24.59290148965156 17.9434327516923 21.26816712067193
24.581384308185623 17.92958423011112 21.255484269148372
24.56986923116452 17.915747915970176 21.24280857356735
24.558356277158413 17.901923798302963 21.23014003773069
24.54684546471254 17.88811186615603 21.217478665434285
24.53533681234725 17.874312108588942 21.204824460468096
24.523830338557996 17.8605245146743 21.192177426616148
24.512326061815312 17.846749073497723 21.179537567656517
24.500824000564844 17.83298577415786 21.16690488736135
24.48932417322733 17.819234605766383 21.154279389496857
24.477826598198615 17.80549555744801 21.14166107782331
24.466331293849635 17.79176861834047 21.129049956095052
24.454838278526424 17.778053777594522 21.116446028060473
24.443347570550117 17.76435102437395 21.103849297462034
24.431859188216947 17.75066034785558 21.091259768036263
24.420373149798245 17.73698173722925 21.078677443513747
24.408889473540448 17.723315181697835 21.06610232761914
24.397408177665078 17.709660670477227 21.053534424071152
24.385929280368764 17.69601819279636 21.04097373658256
24.37445279982323 17.68238773789718 21.028420268860206
24.36297875417531 17.66876929503468 21.015874024604994
24.35150716154691 17.655162853476863 21.003335007511886
24.340038040035065 17.641568402504763 20.990803221269914
24.328571407711895 17.62798593141245 20.978278669562172
24.317107282624608 17.614415429507016 20.965761356065812
24.30564568279553 17.600856886108573 20.95325128445205
24.29418662622208 17.587310290550285 20.94074845838618
24.28273013087676 17.573775632178315 20.928252881527538
24.271276214707186 17.560252900351863 20.915764557529524
24.259824895636072 17.546742084443167 20.90328349003962
24.24837619156123 17.53324317383748 20.890809682699356
24.236930120355566 17.519756157933095 20.87834313914433
24.225486699867083 17.506281026141316 20.8658838630042
24.214045947918894 17.49281776788649 20.85343185790269
24.2026078823092 17.47936637260599 20.840987127457595
24.191172520811293 17.465926829750195 20.828549675280744
24.179739881173578 17.452499128782545 20.81611950497806
24.168309981119563 17.439083259179483 20.803696620149523
24.15688283834784 17.425679210430495 20.791281024389168
24.14545847053211 17.412286972038086 20.778872721285097
24.134036895321152 17.398906533517774 20.766471714419463
24.12261813033888 17.385537884398147 20.754078007368513
24.111202193184273 17.372181014220782 20.741691603702527
24.099789101431423 17.358835912540297 20.72931250698586
24.08837887262952 17.34550256892433 20.716940720776925
24.07697152430285 17.33218097295356 20.704576248628204
24.065567073950795 17.318871114221686 20.69221909408624
24.054165539047855 17.305572982335438 20.679869260691646
24.042766937043602 17.29228656691457 20.667526751979086
24.03137128536271 17.27901185759186 20.655191571477285
24.01997860140497 17.26574884401312 20.642863722709045
24.008588902545252 17.252497515837195 20.630543209191224
23.99720220613354 17.239257862735943 20.618230034434742
23.98581852949491 17.22602987439426 20.605924201944585
23.974437889929533 17.21281354051007 20.5936257152198
23.96306030471268 17.199608850794316 20.5813345777535
23.95168579109472 17.186415794970973 20.569050793032847
23.94031436630113 17.173234362777052 20.55677436453909
23.92894604753247 17.160064543962577 20.544505295747523
23.917580851964413 17.146906328290616 20.532243590127514
23.90621879674772 17.133759705537248 20.519989251142484
23.894859899008257 17.120624665491587 20.50774228224992
23.883504175846976 17.107501197955774 20.495502686901375
23.872151644339958 17.094389292744985 20.48327046854247
23.860802321538344 17.08128893968741 20.471045630612878
23.8494562244684 17.068200128624287 20.458828176546344
23.838113370131477 17.05512284940985 20.446618109770665
23.826773775504034 17.042057091911392 20.434415433707713
23.81543745753762 17.029002846009213 20.422220151773416
23.804104433158894 17.01596010159665 20.410032267377773
23.7927747192696 17.002928848580076 20.39785178392484
23.781448332746585 16.98990907687886 20.385678704812722
23.770125290441804 16.97690077642544 20.37351303343362
23.758805609182296 16.96390393716525 20.361354773173773
23.747489305770205 16.95091854905677 20.349203927413487
23.736176396982778 16.937944602071497 20.337060499527137
23.724866899572348 16.924982086193957 20.324924492883152
23.713560830266367 16.91203099142171 20.312795910844038
23.702258205767365 16.899091307765346 20.300674756766355
23.690959042752983 16.886163025248468 20.288561034000725
23.67966335787595 16.87324613390771 20.27645474589183
23.668371167764104 16.860340623792748 20.264355895778426
23.657082489020382 16.847446484966284 20.252264486993333
23.645797338222806 16.83456370750401 20.240180522863408
23.63451573192451 16.821692281494713 20.22810400670961
23.62323768665372 16.808832197040143 20.21603494184693
23.611963218913772 16.795983444255114 20.203973331584443
23.60069234518307 16.783146013267455 20.191919179225263
23.58942508191515 16.77031989421803 20.17987248806659
23.578161445538637 16.757505077260728 20.167833261399682
23.566901452457255 16.744701552562464 20.15580150250986
23.55564511904981 16.73190931030317 20.14377721467649
23.544392461670224 16.719128340675827 20.131760401173025
23.533143496647515 16.706358633886435 20.119751065266975
23.5218982402858 16.693600180154014 20.107749210219907
23.51065670886429 16.680852969710614 20.09575483928745
23.499418918637293 16.668116992801327 20.08376795571931
23.488184885834215 16.65539223968424 20.071788562759227
23.47695462665958 16.642678700630515 20.059816663645048
23.465728157292986 16.629976365924307 20.047852261608647
23.45450549388914 16.617285225862805 20.035895359875973
23.443286652577843 16.604605270756227 20.023945961667035
23.43207164946399 16.59193649092781 20.0120040701959
23.4208605006276 16.579278876713847 20.000069688670724
23.409653222123765 16.566632418463634 19.9881428202937
23.398449829982685 16.553997106539494 19.97622346826109
23.387250340209647 16.541372931316786 19.964311635763217
23.376054768785053 16.528759883183895 19.952407325984474
23.364863131664404 16.51615795254224 19.940510542103322
23.353675444778283 16.503567129806257 19.92862128729227
23.342491724032378 16.49098740540341 19.916739564717894
23.33131198530749 16.478418769774198 19.904865377540844
23.32013624445949 16.465861213372136 19.892998728915813
23.30896451731938 16.453314726663784 19.881139621991583
23.297796819693243 16.440779300128714 19.86928805991098
23.286633167362254 16.42825492425954 19.857444045810897
23.275473576082703 16.41574158956189 19.845607582822296
23.26431806158596 16.403239286554417 19.83377867407019
23.25316663957851 16.39074800576882 19.821957322673665
23.24201932574194 16.378267737749812 19.810143531745876
23.230876135732906 16.365798473055136 19.79833730439402
23.219737085183198 16.353340202255566 19.786538643719382
23.20860218969968 16.340892915934898 19.77474755281729
23.19747146486433 16.328456604689954 19.76296403477714
23.186344926234213 16.316031259130597 19.751188092682405
23.1752225893415 16.30361686987971 19.739419729610606
23.164104469693456 16.29121342757319 19.727658948633323
23.15299058277245 16.27882092285999 19.71590575281622
23.14188094403594 16.26643934640206 19.704160145219
23.130775568916498 16.254068688874398 19.692422128895448
23.11967447282178 16.24170894096503 19.680691706893406
23.108577671134544 16.229360093374996 19.66896888225477
23.097485179212647 16.217022136818372 19.65725365801551
23.086397012389046 16.204695062022264 19.645546037205655
23.075313185971794 16.192378859726794 19.633846022849294
23.064233715244058 16.180073520685134 19.622153617964596
23.053158615464074 16.16777903566346 19.610468825563768
23.0420879018652 16.155495395440987 19.598791648653094
23.031021589655882 16.143222590809952 19.587122090232917
23.019959694019676 16.130960612575635 19.575460153297655
23.00890223011522 16.11870945155632 19.56380584083577
22.997849213076258 16.10646909858334 19.5521591558298
22.98680065801164 16.094239544501036 19.540520101256337
22.975756580005292 16.08202078016679 19.52888868008604
22.964716994116273 16.069812796451018 19.517264895283645
22.95368191537872 16.057615584237144 19.505648749807932
22.942651358801854 16.04542913442163 19.494040246611743
22.931625339370026 16.033253437913974 19.482439388642
22.92060387204267 16.02108848563669 19.47084617883968
22.90958697175431 16.008934268525312 19.459260620139812
22.898574653414585 15.996790777528425 19.447682715471505
22.887566931908214 15.984658003607622 19.43611246775792
22.876563822095044 15.97253593773754 19.42454987991629
22.865565338809983 15.960424570905818 19.4129949548579
22.854571496863066 15.948323894113152 19.40144769548811
22.843582311039413 15.936233898373246 19.38990810470633
22.832597796099254 15.924154574712848 19.37837618540605
22.8216179667779 15.912085914171705 19.366851940474803
22.810642837785775 15.900027907802626 19.3553353727942
22.799672423808396 15.887980546671422 19.34382648523991
22.788706739506384 15.875943821856954 19.33232528068167
22.777745799515447 15.863917724451088 19.320831761983268
22.7667896184464 15.851902245558723 19.30934593200256
22.755838210885162 15.83989737629781 19.297867793591486
22.744891591392733 15.827903107799283 19.286397349596008
22.73394977450523 15.815919431207146 19.274934602856188
22.723012774733853 15.803946337678404 19.26347955620613
22.712080606564918 15.791983818383109 19.252032212474013
22.701153284459824 15.780031864504322 19.240592574482072
22.69023082285507 15.768090467238139 19.229160645046605
22.679313236162265 15.756159617793692 19.21773642697798
22.668400538768108 15.744239307393126 19.206319923080617
22.657492745034396 15.732329527271625 19.19491113615301
22.646589869298026 15.720430268677399 19.18351006898771
22.635691925870983 15.708541522871672 19.172116724371328
22.624798929040384 15.69666328112872 19.16073110508455
22.613910893068407 15.684795534735828 19.149353213902117
22.603027832192346 15.672938274993314 19.13798305359283
22.592149760624583 15.661091493214517 19.12662062691955
22.58127669255262 15.649255180725818 19.11526593663922
22.570408642139036 15.637429328866618 19.103918985502826
22.55954562352152 15.625613928989349 19.092579776255434
22.548687650812845 15.613808972459452 19.08124831163615
22.537834738100912 15.60201445065543 19.069924594378172
22.526986899448683 15.590230354968778 19.05860862720873
22.516144148894252 15.578456676804043 19.047300412849147
